"GEO_ID","NAME","B19301_001E","B19301_001M",
"Geography","Geographic Area Name","Estimate!!Per capita income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2022 inflation-adjusted dollars)",
"1500000US110010001011","Block Group 1; Census Tract 1.01; District of Columbia; District of Columbia","168817","48420",
"1500000US110010001021","Block Group 1; Census Tract 1.02; District of Columbia; District of Columbia","188171","57015",
"1500000US110010001022","Block Group 2; Census Tract 1.02; District of Columbia; District of Columbia","144565","53265",
"1500000US110010001023","Block Group 3; Census Tract 1.02; District of Columbia; District of Columbia","165759","65454",
"1500000US110010002011","Block Group 1; Census Tract 2.01; District of Columbia; District of Columbia","-","**",
"1500000US110010002012","Block Group 2; Census Tract 2.01; District of Columbia; District of Columbia","4903","1750",
"1500000US110010002021","Block Group 1; Census Tract 2.02; District of Columbia; District of Columbia","178469","56200",
"1500000US110010002022","Block Group 2; Census Tract 2.02; District of Columbia; District of Columbia","193673","72644",
"1500000US110010002023","Block Group 3; Census Tract 2.02; District of Columbia; District of Columbia","114483","32324",
"1500000US110010002024","Block Group 4; Census Tract 2.02; District of Columbia; District of Columbia","81325","19864",
"1500000US110010003001","Block Group 1; Census Tract 3; District of Columbia; District of Columbia","115209","51589",
"1500000US110010003002","Block Group 2; Census Tract 3; District of Columbia; District of Columbia","70421","10956",
"1500000US110010003003","Block Group 3; Census Tract 3; District of Columbia; District of Columbia","137832","36195",
"1500000US110010003004","Block Group 4; Census Tract 3; District of Columbia; District of Columbia","125114","38966",
"1500000US110010004001","Block Group 1; Census Tract 4; District of Columbia; District of Columbia","140200","42432",
"1500000US110010004002","Block Group 2; Census Tract 4; District of Columbia; District of Columbia","122265","38971",
"1500000US110010005011","Block Group 1; Census Tract 5.01; District of Columbia; District of Columbia","87717","25765",
"1500000US110010005012","Block Group 2; Census Tract 5.01; District of Columbia; District of Columbia","88217","16004",
"1500000US110010005013","Block Group 3; Census Tract 5.01; District of Columbia; District of Columbia","123161","45836",
"1500000US110010005021","Block Group 1; Census Tract 5.02; District of Columbia; District of Columbia","133923","23678",
"1500000US110010005022","Block Group 2; Census Tract 5.02; District of Columbia; District of Columbia","128604","26679",
"1500000US110010006001","Block Group 1; Census Tract 6; District of Columbia; District of Columbia","98104","21849",
"1500000US110010006002","Block Group 2; Census Tract 6; District of Columbia; District of Columbia","153452","24003",
"1500000US110010006003","Block Group 3; Census Tract 6; District of Columbia; District of Columbia","112436","47115",
"1500000US110010006004","Block Group 4; Census Tract 6; District of Columbia; District of Columbia","193441","69019",
"1500000US110010007021","Block Group 1; Census Tract 7.02; District of Columbia; District of Columbia","89249","9625",
"1500000US110010007022","Block Group 2; Census Tract 7.02; District of Columbia; District of Columbia","41209","8602",
"1500000US110010007023","Block Group 3; Census Tract 7.02; District of Columbia; District of Columbia","79778","19648",
"1500000US110010007031","Block Group 1; Census Tract 7.03; District of Columbia; District of Columbia","90222","18946",
"1500000US110010007032","Block Group 2; Census Tract 7.03; District of Columbia; District of Columbia","154385","36466",
"1500000US110010007041","Block Group 1; Census Tract 7.04; District of Columbia; District of Columbia","85775","20030",
"1500000US110010007042","Block Group 2; Census Tract 7.04; District of Columbia; District of Columbia","119957","29547",
"1500000US110010008021","Block Group 1; Census Tract 8.02; District of Columbia; District of Columbia","103455","21995",
"1500000US110010008022","Block Group 2; Census Tract 8.02; District of Columbia; District of Columbia","148408","49816",
"1500000US110010008031","Block Group 1; Census Tract 8.03; District of Columbia; District of Columbia","99380","18677",
"1500000US110010008032","Block Group 2; Census Tract 8.03; District of Columbia; District of Columbia","68635","22415",
"1500000US110010008033","Block Group 3; Census Tract 8.03; District of Columbia; District of Columbia","75867","21486",
"1500000US110010008041","Block Group 1; Census Tract 8.04; District of Columbia; District of Columbia","190871","75865",
"1500000US110010008042","Block Group 2; Census Tract 8.04; District of Columbia; District of Columbia","80903","25664",
"1500000US110010008043","Block Group 3; Census Tract 8.04; District of Columbia; District of Columbia","217000","55771",
"1500000US110010009021","Block Group 1; Census Tract 9.02; District of Columbia; District of Columbia","119742","22194",
"1500000US110010009022","Block Group 2; Census Tract 9.02; District of Columbia; District of Columbia","104348","17312",
"1500000US110010009031","Block Group 1; Census Tract 9.03; District of Columbia; District of Columbia","4263","956",
"1500000US110010009032","Block Group 2; Census Tract 9.03; District of Columbia; District of Columbia","158342","34336",
"1500000US110010009041","Block Group 1; Census Tract 9.04; District of Columbia; District of Columbia","145501","21539",
"1500000US110010009042","Block Group 2; Census Tract 9.04; District of Columbia; District of Columbia","233028","70028",
"1500000US110010010021","Block Group 1; Census Tract 10.02; District of Columbia; District of Columbia","38880","14663",
"1500000US110010010022","Block Group 2; Census Tract 10.02; District of Columbia; District of Columbia","78554","24087",
"1500000US110010010023","Block Group 3; Census Tract 10.02; District of Columbia; District of Columbia","80521","11614",
"1500000US110010010024","Block Group 4; Census Tract 10.02; District of Columbia; District of Columbia","115075","26867",
"1500000US110010010031","Block Group 1; Census Tract 10.03; District of Columbia; District of Columbia","142157","60589",
"1500000US110010010032","Block Group 2; Census Tract 10.03; District of Columbia; District of Columbia","114388","52124",
"1500000US110010010033","Block Group 3; Census Tract 10.03; District of Columbia; District of Columbia","137148","24482",
"1500000US110010010041","Block Group 1; Census Tract 10.04; District of Columbia; District of Columbia","106455","33560",
"1500000US110010010042","Block Group 2; Census Tract 10.04; District of Columbia; District of Columbia","86335","19721",
"1500000US110010010043","Block Group 3; Census Tract 10.04; District of Columbia; District of Columbia","93575","21316",
"1500000US110010011001","Block Group 1; Census Tract 11; District of Columbia; District of Columbia","128057","24924",
"1500000US110010011002","Block Group 2; Census Tract 11; District of Columbia; District of Columbia","83000","14772",
"1500000US110010011003","Block Group 3; Census Tract 11; District of Columbia; District of Columbia","97163","35364",
"1500000US110010011004","Block Group 4; Census Tract 11; District of Columbia; District of Columbia","165201","70412",
"1500000US110010012001","Block Group 1; Census Tract 12; District of Columbia; District of Columbia","90075","18432",
"1500000US110010012002","Block Group 2; Census Tract 12; District of Columbia; District of Columbia","107283","35043",
"1500000US110010012003","Block Group 3; Census Tract 12; District of Columbia; District of Columbia","98866","28183",
"1500000US110010012004","Block Group 4; Census Tract 12; District of Columbia; District of Columbia","102713","23920",
"1500000US110010013011","Block Group 1; Census Tract 13.01; District of Columbia; District of Columbia","77899","24187",
"1500000US110010013012","Block Group 2; Census Tract 13.01; District of Columbia; District of Columbia","125623","43808",
"1500000US110010013013","Block Group 3; Census Tract 13.01; District of Columbia; District of Columbia","89631","59001",
"1500000US110010013014","Block Group 4; Census Tract 13.01; District of Columbia; District of Columbia","71572","13951",
"1500000US110010013031","Block Group 1; Census Tract 13.03; District of Columbia; District of Columbia","117327","38125",
"1500000US110010013032","Block Group 2; Census Tract 13.03; District of Columbia; District of Columbia","83143","16101",
"1500000US110010013033","Block Group 3; Census Tract 13.03; District of Columbia; District of Columbia","95157","41537",
"1500000US110010013034","Block Group 4; Census Tract 13.03; District of Columbia; District of Columbia","89060","23225",
"1500000US110010013041","Block Group 1; Census Tract 13.04; District of Columbia; District of Columbia","94432","15081",
"1500000US110010013042","Block Group 2; Census Tract 13.04; District of Columbia; District of Columbia","79781","19010",
"1500000US110010013043","Block Group 3; Census Tract 13.04; District of Columbia; District of Columbia","116391","37046",
"1500000US110010013044","Block Group 4; Census Tract 13.04; District of Columbia; District of Columbia","81425","12546",
"1500000US110010014011","Block Group 1; Census Tract 14.01; District of Columbia; District of Columbia","103214","13684",
"1500000US110010014012","Block Group 2; Census Tract 14.01; District of Columbia; District of Columbia","141253","17437",
"1500000US110010014021","Block Group 1; Census Tract 14.02; District of Columbia; District of Columbia","133444","23288",
"1500000US110010014022","Block Group 2; Census Tract 14.02; District of Columbia; District of Columbia","113594","30727",
"1500000US110010014023","Block Group 3; Census Tract 14.02; District of Columbia; District of Columbia","85737","13067",
"1500000US110010015001","Block Group 1; Census Tract 15; District of Columbia; District of Columbia","134252","33620",
"1500000US110010015002","Block Group 2; Census Tract 15; District of Columbia; District of Columbia","88352","22389",
"1500000US110010015003","Block Group 3; Census Tract 15; District of Columbia; District of Columbia","109543","24115",
"1500000US110010015004","Block Group 4; Census Tract 15; District of Columbia; District of Columbia","140783","73541",
"1500000US110010015005","Block Group 5; Census Tract 15; District of Columbia; District of Columbia","180957","83760",
"1500000US110010016001","Block Group 1; Census Tract 16; District of Columbia; District of Columbia","87748","17611",
"1500000US110010016002","Block Group 2; Census Tract 16; District of Columbia; District of Columbia","48348","22254",
"1500000US110010016003","Block Group 3; Census Tract 16; District of Columbia; District of Columbia","91256","18824",
"1500000US110010016004","Block Group 4; Census Tract 16; District of Columbia; District of Columbia","95645","13655",
"1500000US110010017021","Block Group 1; Census Tract 17.02; District of Columbia; District of Columbia","82766","10065",
"1500000US110010017022","Block Group 2; Census Tract 17.02; District of Columbia; District of Columbia","64269","11336",
"1500000US110010018031","Block Group 1; Census Tract 18.03; District of Columbia; District of Columbia","44567","13355",
"1500000US110010018032","Block Group 2; Census Tract 18.03; District of Columbia; District of Columbia","24261","7087",
"1500000US110010018033","Block Group 3; Census Tract 18.03; District of Columbia; District of Columbia","31295","7890",
"1500000US110010018041","Block Group 1; Census Tract 18.04; District of Columbia; District of Columbia","34515","14055",
"1500000US110010018042","Block Group 2; Census Tract 18.04; District of Columbia; District of Columbia","30937","11301",
"1500000US110010018043","Block Group 3; Census Tract 18.04; District of Columbia; District of Columbia","29686","9569",
"1500000US110010019011","Block Group 1; Census Tract 19.01; District of Columbia; District of Columbia","44246","14473",
"1500000US110010019012","Block Group 2; Census Tract 19.01; District of Columbia; District of Columbia","71785","18286",
"1500000US110010019013","Block Group 3; Census Tract 19.01; District of Columbia; District of Columbia","56942","13209",
"1500000US110010019014","Block Group 4; Census Tract 19.01; District of Columbia; District of Columbia","29056","14146",
"1500000US110010019021","Block Group 1; Census Tract 19.02; District of Columbia; District of Columbia","57853","11210",
"1500000US110010019022","Block Group 2; Census Tract 19.02; District of Columbia; District of Columbia","70758","14097",
"1500000US110010020011","Block Group 1; Census Tract 20.01; District of Columbia; District of Columbia","23828","7605",
"1500000US110010020012","Block Group 2; Census Tract 20.01; District of Columbia; District of Columbia","75382","13627",
"1500000US110010020021","Block Group 1; Census Tract 20.02; District of Columbia; District of Columbia","84600","15490",
"1500000US110010020022","Block Group 2; Census Tract 20.02; District of Columbia; District of Columbia","95372","71831",
"1500000US110010020023","Block Group 3; Census Tract 20.02; District of Columbia; District of Columbia","71716","15739",
"1500000US110010021011","Block Group 1; Census Tract 21.01; District of Columbia; District of Columbia","42918","14611",
"1500000US110010021012","Block Group 2; Census Tract 21.01; District of Columbia; District of Columbia","38105","14443",
"1500000US110010021013","Block Group 3; Census Tract 21.01; District of Columbia; District of Columbia","49570","19781",
"1500000US110010021014","Block Group 4; Census Tract 21.01; District of Columbia; District of Columbia","68972","19079",
"1500000US110010021015","Block Group 5; Census Tract 21.01; District of Columbia; District of Columbia","34473","16047",
"1500000US110010021021","Block Group 1; Census Tract 21.02; District of Columbia; District of Columbia","66591","27745",
"1500000US110010021022","Block Group 2; Census Tract 21.02; District of Columbia; District of Columbia","45361","14541",
"1500000US110010021023","Block Group 3; Census Tract 21.02; District of Columbia; District of Columbia","71348","16742",
"1500000US110010021024","Block Group 4; Census Tract 21.02; District of Columbia; District of Columbia","45187","22075",
"1500000US110010021025","Block Group 5; Census Tract 21.02; District of Columbia; District of Columbia","86094","51208",
"1500000US110010021026","Block Group 6; Census Tract 21.02; District of Columbia; District of Columbia","22384","13638",
"1500000US110010022011","Block Group 1; Census Tract 22.01; District of Columbia; District of Columbia","75104","18424",
"1500000US110010022012","Block Group 2; Census Tract 22.01; District of Columbia; District of Columbia","45131","15643",
"1500000US110010022013","Block Group 3; Census Tract 22.01; District of Columbia; District of Columbia","43111","14230",
"1500000US110010022021","Block Group 1; Census Tract 22.02; District of Columbia; District of Columbia","38756","10548",
"1500000US110010022022","Block Group 2; Census Tract 22.02; District of Columbia; District of Columbia","54268","18431",
"1500000US110010022023","Block Group 3; Census Tract 22.02; District of Columbia; District of Columbia","57995","24151",
"1500000US110010023011","Block Group 1; Census Tract 23.01; District of Columbia; District of Columbia","67362","12216",
"1500000US110010023012","Block Group 2; Census Tract 23.01; District of Columbia; District of Columbia","52027","11172",
"1500000US110010023021","Block Group 1; Census Tract 23.02; District of Columbia; District of Columbia","-","**",
"1500000US110010023022","Block Group 2; Census Tract 23.02; District of Columbia; District of Columbia","52609","9398",
"1500000US110010023023","Block Group 3; Census Tract 23.02; District of Columbia; District of Columbia","64569","21196",
"1500000US110010024001","Block Group 1; Census Tract 24; District of Columbia; District of Columbia","77081","15232",
"1500000US110010024002","Block Group 2; Census Tract 24; District of Columbia; District of Columbia","46903","13755",
"1500000US110010024003","Block Group 3; Census Tract 24; District of Columbia; District of Columbia","63356","19656",
"1500000US110010024004","Block Group 4; Census Tract 24; District of Columbia; District of Columbia","89463","16988",
"1500000US110010025011","Block Group 1; Census Tract 25.01; District of Columbia; District of Columbia","62533","8596",
"1500000US110010025012","Block Group 2; Census Tract 25.01; District of Columbia; District of Columbia","60877","8316",
"1500000US110010025031","Block Group 1; Census Tract 25.03; District of Columbia; District of Columbia","64088","15918",
"1500000US110010025032","Block Group 2; Census Tract 25.03; District of Columbia; District of Columbia","82990","10771",
"1500000US110010025041","Block Group 1; Census Tract 25.04; District of Columbia; District of Columbia","86659","22181",
"1500000US110010025042","Block Group 2; Census Tract 25.04; District of Columbia; District of Columbia","45333","13695",
"1500000US110010026001","Block Group 1; Census Tract 26; District of Columbia; District of Columbia","89740","24555",
"1500000US110010026002","Block Group 2; Census Tract 26; District of Columbia; District of Columbia","112712","23749",
"1500000US110010027021","Block Group 1; Census Tract 27.02; District of Columbia; District of Columbia","40916","12141",
"1500000US110010027022","Block Group 2; Census Tract 27.02; District of Columbia; District of Columbia","99395","22290",
"1500000US110010027023","Block Group 3; Census Tract 27.02; District of Columbia; District of Columbia","65872","14947",
"1500000US110010027024","Block Group 4; Census Tract 27.02; District of Columbia; District of Columbia","84596","25592",
"1500000US110010027031","Block Group 1; Census Tract 27.03; District of Columbia; District of Columbia","118310","30313",
"1500000US110010027032","Block Group 2; Census Tract 27.03; District of Columbia; District of Columbia","93332","25294",
"1500000US110010027041","Block Group 1; Census Tract 27.04; District of Columbia; District of Columbia","82306","22154",
"1500000US110010027042","Block Group 2; Census Tract 27.04; District of Columbia; District of Columbia","48762","8261",
"1500000US110010028011","Block Group 1; Census Tract 28.01; District of Columbia; District of Columbia","62304","13580",
"1500000US110010028012","Block Group 2; Census Tract 28.01; District of Columbia; District of Columbia","44099","9667",
"1500000US110010028021","Block Group 1; Census Tract 28.02; District of Columbia; District of Columbia","41121","13196",
"1500000US110010028022","Block Group 2; Census Tract 28.02; District of Columbia; District of Columbia","40806","22621",
"1500000US110010028023","Block Group 3; Census Tract 28.02; District of Columbia; District of Columbia","49269","14901",
"1500000US110010029001","Block Group 1; Census Tract 29; District of Columbia; District of Columbia","87253","26413",
"1500000US110010029002","Block Group 2; Census Tract 29; District of Columbia; District of Columbia","74823","19953",
"1500000US110010030001","Block Group 1; Census Tract 30; District of Columbia; District of Columbia","85446","20125",
"1500000US110010030002","Block Group 2; Census Tract 30; District of Columbia; District of Columbia","47752","14894",
"1500000US110010031001","Block Group 1; Census Tract 31; District of Columbia; District of Columbia","80217","16749",
"1500000US110010031002","Block Group 2; Census Tract 31; District of Columbia; District of Columbia","79993","16071",
"1500000US110010032001","Block Group 1; Census Tract 32; District of Columbia; District of Columbia","46399","37946",
"1500000US110010032002","Block Group 2; Census Tract 32; District of Columbia; District of Columbia","67196","15365",
"1500000US110010032003","Block Group 3; Census Tract 32; District of Columbia; District of Columbia","66177","35506",
"1500000US110010032004","Block Group 4; Census Tract 32; District of Columbia; District of Columbia","64883","18242",
"1500000US110010033011","Block Group 1; Census Tract 33.01; District of Columbia; District of Columbia","142549","35081",
"1500000US110010033012","Block Group 2; Census Tract 33.01; District of Columbia; District of Columbia","82600","14865",
"1500000US110010033013","Block Group 3; Census Tract 33.01; District of Columbia; District of Columbia","90340","17512",
"1500000US110010033021","Block Group 1; Census Tract 33.02; District of Columbia; District of Columbia","94548","10638",
"1500000US110010033022","Block Group 2; Census Tract 33.02; District of Columbia; District of Columbia","75781","8429",
"1500000US110010034001","Block Group 1; Census Tract 34; District of Columbia; District of Columbia","75299","15395",
"1500000US110010034002","Block Group 2; Census Tract 34; District of Columbia; District of Columbia","-","**",
"1500000US110010034003","Block Group 3; Census Tract 34; District of Columbia; District of Columbia","89174","20300",
"1500000US110010034004","Block Group 4; Census Tract 34; District of Columbia; District of Columbia","24769","31539",
"1500000US110010034005","Block Group 5; Census Tract 34; District of Columbia; District of Columbia","2566","825",
"1500000US110010035001","Block Group 1; Census Tract 35; District of Columbia; District of Columbia","78050","16514",
"1500000US110010035002","Block Group 2; Census Tract 35; District of Columbia; District of Columbia","33785","7381",
"1500000US110010035003","Block Group 3; Census Tract 35; District of Columbia; District of Columbia","145717","54023",
"1500000US110010036001","Block Group 1; Census Tract 36; District of Columbia; District of Columbia","115613","32865",
"1500000US110010036002","Block Group 2; Census Tract 36; District of Columbia; District of Columbia","60816","14346",
"1500000US110010036003","Block Group 3; Census Tract 36; District of Columbia; District of Columbia","80838","17493",
"1500000US110010037011","Block Group 1; Census Tract 37.01; District of Columbia; District of Columbia","98590","23765",
"1500000US110010037012","Block Group 2; Census Tract 37.01; District of Columbia; District of Columbia","95369","19950",
"1500000US110010037021","Block Group 1; Census Tract 37.02; District of Columbia; District of Columbia","108904","24963",
"1500000US110010037022","Block Group 2; Census Tract 37.02; District of Columbia; District of Columbia","33696","10828",
"1500000US110010038011","Block Group 1; Census Tract 38.01; District of Columbia; District of Columbia","83607","14147",
"1500000US110010038012","Block Group 2; Census Tract 38.01; District of Columbia; District of Columbia","129748","38522",
"1500000US110010038021","Block Group 1; Census Tract 38.02; District of Columbia; District of Columbia","125027","49709",
"1500000US110010038022","Block Group 2; Census Tract 38.02; District of Columbia; District of Columbia","99133","21505",
"1500000US110010038023","Block Group 3; Census Tract 38.02; District of Columbia; District of Columbia","110957","21916",
"1500000US110010039011","Block Group 1; Census Tract 39.01; District of Columbia; District of Columbia","83605","21788",
"1500000US110010039012","Block Group 2; Census Tract 39.01; District of Columbia; District of Columbia","108685","36391",
"1500000US110010039021","Block Group 1; Census Tract 39.02; District of Columbia; District of Columbia","94254","30719",
"1500000US110010039022","Block Group 2; Census Tract 39.02; District of Columbia; District of Columbia","114502","43269",
"1500000US110010040011","Block Group 1; Census Tract 40.01; District of Columbia; District of Columbia","146470","55659",
"1500000US110010040012","Block Group 2; Census Tract 40.01; District of Columbia; District of Columbia","142917","31408",
