"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Under 19 years:","Margin of Error!!Total:!!Under 19 years:","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With employer-based health insurance only","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With employer-based health insurance only","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With Medicare coverage only","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With Medicare coverage only","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With Medicaid/means-tested public coverage only","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With Medicaid/means-tested public coverage only","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Estimate!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With VA Health Care only","Margin of Error!!Total:!!Under 19 years:!!With one type of health insurance coverage:!!With VA Health Care only","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!Other private only combinations","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!Other private only combinations","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!Other public only combinations","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!Other public only combinations","Estimate!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!Other coverage combinations","Margin of Error!!Total:!!Under 19 years:!!With two or more types of health insurance coverage:!!Other coverage combinations","Estimate!!Total:!!Under 19 years:!!No health insurance coverage","Margin of Error!!Total:!!Under 19 years:!!No health insurance coverage","Estimate!!Total:!!19 to 34 years:","Margin of Error!!Total:!!19 to 34 years:","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With employer-based health insurance only","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With employer-based health insurance only","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With Medicare coverage only","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With Medicare coverage only","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With Medicaid/means-tested public coverage only","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With Medicaid/means-tested public coverage only","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Estimate!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With VA Health Care only","Margin of Error!!Total:!!19 to 34 years:!!With one type of health insurance coverage:!!With VA Health Care only","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!Other private only combinations","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!Other private only combinations","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!Other public only combinations","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!Other public only combinations","Estimate!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!Other coverage combinations","Margin of Error!!Total:!!19 to 34 years:!!With two or more types of health insurance coverage:!!Other coverage combinations","Estimate!!Total:!!19 to 34 years:!!No health insurance coverage","Margin of Error!!Total:!!19 to 34 years:!!No health insurance coverage","Estimate!!Total:!!35 to 64 years:","Margin of Error!!Total:!!35 to 64 years:","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With employer-based health insurance only","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With employer-based health insurance only","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With Medicare coverage only","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With Medicare coverage only","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With Medicaid/means-tested public coverage only","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With Medicaid/means-tested public coverage only","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Estimate!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With VA Health Care only","Margin of Error!!Total:!!35 to 64 years:!!With one type of health insurance coverage:!!With VA Health Care only","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With direct-purchase and Medicare coverage","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With direct-purchase and Medicare coverage","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!Other private only combinations","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!Other private only combinations","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!Other public only combinations","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!Other public only combinations","Estimate!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!Other coverage combinations","Margin of Error!!Total:!!35 to 64 years:!!With two or more types of health insurance coverage:!!Other coverage combinations","Estimate!!Total:!!35 to 64 years:!!No health insurance coverage","Margin of Error!!Total:!!35 to 64 years:!!No health insurance coverage","Estimate!!Total:!!65 years and over:","Margin of Error!!Total:!!65 years and over:","Estimate!!Total:!!65 years and over:!!With one type of health insurance coverage:","Margin of Error!!Total:!!65 years and over:!!With one type of health insurance coverage:","Estimate!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With employer-based health insurance only","Margin of Error!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With employer-based health insurance only","Estimate!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Margin of Error!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With direct-purchase health insurance only","Estimate!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With Medicare coverage only","Margin of Error!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With Medicare coverage only","Estimate!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Margin of Error!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With TRICARE/military health coverage only","Estimate!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With VA Health Care only","Margin of Error!!Total:!!65 years and over:!!With one type of health insurance coverage:!!With VA Health Care only","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With employer-based and direct-purchase coverage","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With employer-based and Medicare coverage","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With direct-purchase and Medicare coverage","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With direct-purchase and Medicare coverage","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!Other private only combinations","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!Other private only combinations","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!Other public only combinations","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!Other public only combinations","Estimate!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!Other coverage combinations","Margin of Error!!Total:!!65 years and over:!!With two or more types of health insurance coverage:!!Other coverage combinations","Estimate!!Total:!!65 years and over:!!No health insurance coverage","Margin of Error!!Total:!!65 years and over:!!No health insurance coverage",
"1500000US110010001011","Block Group 1; Census Tract 1.01; District of Columbia; District of Columbia","1097","223","78","39","78","39","78","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","124","81","102","73","75","56","0","14","0","14","0","14","27","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","35","578","186","528","179","500","168","23","33","0","14","5","10","0","14","0","14","50","58","30","48","0","14","0","14","0","14","20","33","0","14","0","14","0","14","317","145","200","138","32","27","0","14","168","132","0","14","0","14","117","80","0","14","20","31","64","55","20","31","0","14","0","14","13","15","0","14",
"1500000US110010001021","Block Group 1; Census Tract 1.02; District of Columbia; District of Columbia","1352","293","96","93","96","93","13","20","40","63","0","14","43","66","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","340","131","340","131","340","131","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","640","248","623","249","454","241","152","97","0","14","17","27","0","14","0","14","17","28","0","14","0","14","0","14","0","14","17","28","0","14","0","14","0","14","276","111","56","49","0","14","0","14","56","49","0","14","0","14","220","111","0","14","70","69","37","42","0","14","0","14","7","14","106","85","0","14",
"1500000US110010001022","Block Group 2; Census Tract 1.02; District of Columbia; District of Columbia","1031","304","184","113","184","113","140","106","44","73","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","171","112","126","90","94","80","4","7","0","14","0","14","28","33","0","14","29","35","0","14","0","14","0","14","0","14","0","14","29","35","16","26","385","165","364","164","278","150","86","78","0","14","0","14","0","14","0","14","4","6","0","14","4","6","0","14","0","14","0","14","0","14","0","14","17","28","291","139","118","104","0","14","0","14","118","104","0","14","0","14","173","99","0","14","85","73","30","51","0","14","0","14","0","14","58","57","0","14",
"1500000US110010001023","Block Group 3; Census Tract 1.02; District of Columbia; District of Columbia","744","279","39","55","39","55","39","55","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","89","67","89","67","71","60","18","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","312","190","312","190","260","186","52","37","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","304","160","170","138","14","23","32","39","124","136","0","14","0","14","134","94","0","14","35","39","27","30","49","77","0","14","0","14","23","40","0","14",
"1500000US110010002011","Block Group 1; Census Tract 2.01; District of Columbia; District of Columbia","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US110010002012","Block Group 2; Census Tract 2.01; District of Columbia; District of Columbia","2384","35","615","201","554","194","384","172","167","83","0","14","3","7","0","14","0","14","61","41","33","34","5","10","0","14","0","14","0","14","23","27","0","14","1723","203","1479","178","865","177","556","189","0","14","38","40","20","29","0","14","202","77","106","80","0","14","4","9","9","15","0","14","83","63","42","59","46","28","46","28","46","28","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US110010002021","Block Group 1; Census Tract 2.02; District of Columbia; District of Columbia","914","329","166","128","166","128","109","102","11","23","0","14","46","57","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","70","53","70","53","46","42","24","37","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","425","218","395","217","320","203","60","68","15","30","0","14","0","14","0","14","20","31","0","14","0","14","0","14","20","31","0","14","0","14","0","14","10","20","253","88","91","75","52","66","0","14","39","38","0","14","0","14","162","79","0","14","97","56","47","57","0","14","0","14","0","14","18","21","0","14",
"1500000US110010002022","Block Group 2; Census Tract 2.02; District of Columbia; District of Columbia","656","206","109","73","109","73","109","73","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","125","115","125","115","104","98","21","33","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","185","103","185","103","169","101","16","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","237","157","83","51","38","55","0","14","45","41","0","14","0","14","154","127","0","14","80","61","74","110","0","14","0","14","0","14","0","14","0","14",
"1500000US110010002023","Block Group 3; Census Tract 2.02; District of Columbia; District of Columbia","843","363","12","16","8","18","0","14","0","14","0","14","8","18","0","14","0","14","4","11","4","11","0","14","0","14","0","14","0","14","0","14","0","14","329","156","293","154","270","152","23","20","0","14","0","14","0","14","0","14","36","30","24","27","0","14","0","14","0","14","0","14","12","16","0","14","361","309","346","308","121","64","225","320","0","14","0","14","0","14","0","14","15","25","0","14","0","14","0","14","0","14","0","14","0","14","15","25","0","14","141","117","84","63","30","46","0","14","54","48","0","14","0","14","57","70","0","14","0","14","42","65","0","14","0","14","0","14","15","24","0","14",
"1500000US110010002024","Block Group 4; Census Tract 2.02; District of Columbia; District of Columbia","1500","330","93","48","61","36","33","24","19","22","0","14","9","11","0","14","0","14","32","33","25","32","0","14","0","14","4","8","0","14","3","7","0","14","765","164","677","181","488","161","156","66","0","14","31","32","2","6","0","14","82","66","53","51","0","14","0","14","22","41","0","14","7","14","6","10","448","180","383","165","267","140","116","90","0","14","0","14","0","14","0","14","65","79","3","6","0","14","0","14","0","14","0","14","0","14","62","78","0","14","194","150","97","128","0","14","0","14","97","128","0","14","0","14","97","79","0","14","34","37","24","32","0","14","0","14","0","14","39","67","0","14",
"1500000US110010003001","Block Group 1; Census Tract 3; District of Columbia; District of Columbia","1199","373","167","140","167","140","167","140","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","499","226","424","217","317","172","107","89","0","14","0","14","0","14","0","14","75","117","75","117","0","14","0","14","0","14","0","14","0","14","0","14","442","187","417","173","376","146","41","67","0","14","0","14","0","14","0","14","25","38","25","38","0","14","0","14","0","14","0","14","0","14","0","14","0","14","91","54","0","14","0","14","0","14","0","14","0","14","0","14","91","54","0","14","26","41","29","47","0","14","0","14","0","14","36","38","0","14",
"1500000US110010003002","Block Group 2; Census Tract 3; District of Columbia; District of Columbia","1674","609","393","314","381","315","310","282","71","115","0","14","0","14","0","14","0","14","12","21","0","14","12","21","0","14","0","14","0","14","0","14","0","14","539","197","528","191","441","172","78","58","0","14","9","14","0","14","0","14","11","18","11","18","0","14","0","14","0","14","0","14","0","14","0","14","599","296","599","296","489","253","90","116","0","14","20","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","143","159","120","154","0","14","0","14","120","154","0","14","0","14","23","36","0","14","0","14","0","14","0","14","0","14","0","14","23","36","0","14",
"1500000US110010003003","Block Group 3; Census Tract 3; District of Columbia; District of Columbia","1665","538","478","299","478","299","478","299","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","269","155","269","155","219","129","50","44","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","735","255","720","254","670","247","50","52","0","14","0","14","0","14","0","14","15","25","15","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","183","92","52","67","0","14","7","16","45","67","0","14","0","14","131","81","0","14","82","61","32","43","0","14","0","14","0","14","17","29","0","14",
"1500000US110010003004","Block Group 4; Census Tract 3; District of Columbia; District of Columbia","1441","451","392","205","392","205","348","192","44","56","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","296","198","296","198","258","172","38","55","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","564","231","564","231","437","206","127","96","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","189","71","29","33","0","14","0","14","29","33","0","14","0","14","160","68","0","14","112","69","0","14","0","14","0","14","0","14","48","44","0","14",
"1500000US110010004001","Block Group 1; Census Tract 4; District of Columbia; District of Columbia","733","205","177","66","177","66","140","59","37","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","119","148","102","122","75","115","22","31","0","14","0","14","0","14","5","16","17","27","17","27","0","14","0","14","0","14","0","14","0","14","0","14","203","79","203","79","164","77","22","25","0","14","17","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","234","70","22","19","0","14","0","14","22","19","0","14","0","14","212","69","0","14","88","30","69","52","10","19","0","14","6","10","39","26","0","14",
"1500000US110010004002","Block Group 2; Census Tract 4; District of Columbia; District of Columbia","919","292","182","138","182","138","176","139","6","10","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","232","77","225","76","165","57","60","31","0","14","0","14","0","14","0","14","7","9","7","9","0","14","0","14","0","14","0","14","0","14","0","14","394","146","393","146","366","150","27","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","3","111","60","30","23","11","14","9","13","10","14","0","14","0","14","77","55","0","14","24","18","39","51","7","11","0","14","0","14","7","11","4","6",
"1500000US110010005011","Block Group 1; Census Tract 5.01; District of Columbia; District of Columbia","1125","326","48","67","48","67","48","67","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","440","271","440","271","432","270","5","12","0","14","3","5","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","404","166","390","168","268","152","61","62","0","14","41","55","20","29","0","14","14","6","0","14","0","14","2","4","8","9","0","14","0","14","4","7","0","14","233","122","60","63","0","14","0","14","58","63","0","14","2","4","171","109","0","14","61","67","39","29","41","61","0","14","12","19","18","31","2","4",
"1500000US110010005012","Block Group 2; Census Tract 5.01; District of Columbia; District of Columbia","1085","301","152","138","152","138","152","138","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","521","194","463","179","393","173","70","55","0","14","0","14","0","14","0","14","26","42","0","14","0","14","0","14","0","14","0","14","26","42","32","35","316","169","299","175","200","117","99","132","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","26","96","77","41","66","0","14","0","14","41","66","0","14","0","14","55","41","0","14","44","41","11","18","0","14","0","14","0","14","0","14","0","14",
"1500000US110010005013","Block Group 3; Census Tract 5.01; District of Columbia; District of Columbia","1362","459","139","103","139","103","139","103","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","315","165","314","164","295","164","19","27","0","14","0","14","0","14","0","14","1","2","0","14","0","14","0","14","0","14","0","14","1","2","0","14","664","299","606","302","340","205","266","234","0","14","0","14","0","14","0","14","58","53","58","53","0","14","0","14","0","14","0","14","0","14","0","14","0","14","244","143","117","124","0","14","89","117","28","28","0","14","0","14","127","81","0","14","61","50","66","61","0","14","0","14","0","14","0","14","0","14",
"1500000US110010005021","Block Group 1; Census Tract 5.02; District of Columbia; District of Columbia","1709","319","434","181","434","181","419","181","0","14","0","14","15","23","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","285","96","281","96","217","74","23","23","0","14","41","42","0","14","0","14","4","7","0","14","0","14","0","14","0","14","0","14","4","7","0","14","721","151","681","150","596","153","43","52","0","14","35","47","7","11","0","14","40","30","15","17","0","14","0","14","0","14","0","14","0","14","25","26","0","14","269","84","19","20","0","14","0","14","19","20","0","14","0","14","250","84","0","14","201","92","36","46","0","14","0","14","0","14","13","16","0","14",
"1500000US110010005022","Block Group 2; Census Tract 5.02; District of Columbia; District of Columbia","1675","501","243","221","243","221","243","221","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","456","162","441","159","433","158","8","13","0","14","0","14","0","14","0","14","6","9","6","9","0","14","0","14","0","14","0","14","0","14","9","14","760","283","727","271","674","283","46","43","0","14","7","12","0","14","0","14","26","33","26","33","0","14","0","14","0","14","0","14","0","14","0","14","7","11","216","91","67","60","46","54","0","14","21","24","0","14","0","14","149","72","5","9","88","52","31","29","1","2","0","14","0","14","24","25","0","14",
